timestamp,open,high,low,close,volume
2024-12-09 00:00:00,0.46635,0.46739,0.44493,0.45161,524652253.0
2024-12-09 04:00:00,0.4516,0.4545,0.43793,0.44595,631898229.0
2024-12-09 08:00:00,0.44595,0.4463,0.42686,0.42939,921162977.0
2024-12-09 12:00:00,0.42939,0.44855,0.42526,0.43384,956685690.0
2024-12-09 16:00:00,0.43385,0.44049,0.43182,0.43262,363136489.0
2024-12-09 20:00:00,0.43261,0.43351,0.38,0.41403,2186558164.0
2024-12-10 00:00:00,0.41403,0.42302,0.3867,0.4006,1125139230.0
2024-12-10 04:00:00,0.4006,0.41361,0.39036,0.40913,630494416.0
2024-12-10 08:00:00,0.40914,0.41582,0.40454,0.40949,420083752.0
2024-12-10 12:00:00,0.40949,0.41077,0.3711,0.37282,1275512877.0
2024-12-10 16:00:00,0.37286,0.38825,0.36537,0.38501,1359210605.0
2024-12-10 20:00:00,0.38501,0.39926,0.3836,0.39392,506739621.0
2024-12-11 00:00:00,0.39391,0.39853,0.3751,0.3904,675587591.0
2024-12-11 04:00:00,0.39041,0.39487,0.3863,0.38677,320685429.0
2024-12-11 08:00:00,0.38677,0.40524,0.38629,0.4021,540964866.0
2024-12-11 12:00:00,0.4021,0.41909,0.40046,0.41297,722616695.0
2024-12-11 16:00:00,0.41298,0.41868,0.40502,0.41512,545676981.0
2024-12-11 20:00:00,0.41512,0.41887,0.4132,0.41402,176791749.0
2024-12-12 00:00:00,0.41402,0.42208,0.40691,0.41568,492837790.0
2024-12-12 04:00:00,0.41569,0.42495,0.41305,0.41382,426439943.0
2024-12-12 08:00:00,0.41381,0.41859,0.40797,0.41063,383887558.0
2024-12-12 12:00:00,0.41063,0.4187,0.40776,0.41502,591381834.0
2024-12-12 16:00:00,0.41501,0.41829,0.40116,0.40181,405514244.0
2024-12-12 20:00:00,0.40181,0.40975,0.40155,0.40611,244691375.0
2024-12-13 00:00:00,0.40611,0.40983,0.39906,0.40775,318807740.0
2024-12-13 04:00:00,0.40776,0.409,0.39948,0.40443,198100619.0
2024-12-13 08:00:00,0.40444,0.40769,0.40052,0.40341,185471003.0
2024-12-13 12:00:00,0.40341,0.41228,0.40168,0.40296,376169237.0
2024-12-13 16:00:00,0.40295,0.40991,0.4001,0.40377,332416357.0
2024-12-13 20:00:00,0.40376,0.40936,0.40225,0.40901,149252892.0
2024-12-14 00:00:00,0.40901,0.414,0.40582,0.40991,193968581.0
2024-12-14 04:00:00,0.40991,0.412,0.40817,0.40929,115085322.0
2024-12-14 08:00:00,0.40929,0.41095,0.40438,0.40591,140556399.0
2024-12-14 12:00:00,0.4059,0.40654,0.39349,0.39711,379997449.0
2024-12-14 16:00:00,0.39711,0.39711,0.38734,0.39238,330813688.0
2024-12-14 20:00:00,0.39239,0.4001,0.38771,0.39828,246020710.0
2024-12-15 00:00:00,0.39827,0.40031,0.39428,0.39688,181179660.0
2024-12-15 04:00:00,0.39689,0.40241,0.3924,0.39597,170443553.0
2024-12-15 08:00:00,0.39597,0.401,0.39415,0.40054,177004114.0
2024-12-15 12:00:00,0.40055,0.40484,0.39935,0.40293,178372456.0
2024-12-15 16:00:00,0.40293,0.40535,0.40177,0.4025,114759579.0
2024-12-15 20:00:00,0.4025,0.41131,0.39714,0.40659,271441496.0
2024-12-16 00:00:00,0.40659,0.415,0.40293,0.405,322664580.0
2024-12-16 04:00:00,0.405,0.40702,0.40324,0.40433,163038397.0
2024-12-16 08:00:00,0.40434,0.405,0.39239,0.39345,247924796.0
2024-12-16 12:00:00,0.39345,0.40175,0.39253,0.40022,294786246.0
2024-12-16 16:00:00,0.40022,0.41392,0.40001,0.4061,466363218.0
2024-12-16 20:00:00,0.4061,0.40647,0.4001,0.40195,142231685.0
2024-12-17 00:00:00,0.40195,0.4037,0.39552,0.40322,194634684.0
2024-12-17 04:00:00,0.40322,0.40337,0.39571,0.39781,207718304.0
2024-12-17 08:00:00,0.39782,0.40737,0.39772,0.4042,227220178.0
2024-12-17 12:00:00,0.4042,0.41032,0.3957,0.39866,455156778.0
2024-12-17 16:00:00,0.39865,0.40378,0.39617,0.39934,189180685.0
2024-12-17 20:00:00,0.39933,0.40192,0.39104,0.39415,212903451.0
2024-12-18 00:00:00,0.39415,0.39639,0.3882,0.38981,275582904.0
2024-12-18 04:00:00,0.38981,0.38996,0.37777,0.38391,526053677.0
2024-12-18 08:00:00,0.38391,0.39012,0.38224,0.38963,192313555.0
2024-12-18 12:00:00,0.38962,0.39032,0.37982,0.38429,321130623.0
2024-12-18 16:00:00,0.38431,0.39016,0.37425,0.37431,296628816.0
2024-12-18 20:00:00,0.37431,0.3766,0.35105,0.35824,1166867902.0
2024-12-19 00:00:00,0.35825,0.36452,0.34036,0.36409,829061238.0
2024-12-19 04:00:00,0.36408,0.36476,0.35995,0.36298,221947087.0
2024-12-19 08:00:00,0.36299,0.36734,0.35758,0.36622,253277879.0
2024-12-19 12:00:00,0.36623,0.36723,0.34336,0.35193,528849507.0
2024-12-19 16:00:00,0.35192,0.35337,0.30175,0.31309,2626506756.0
2024-12-19 20:00:00,0.31309,0.32384,0.30001,0.31431,1085266169.0
2024-12-20 00:00:00,0.31431,0.32907,0.30956,0.32186,677207237.0
2024-12-20 04:00:00,0.32185,0.32477,0.31107,0.31685,470418978.0
2024-12-20 08:00:00,0.31684,0.317,0.26216,0.26639,2656332676.0
2024-12-20 12:00:00,0.26639,0.309,0.26509,0.3048,1789519329.0
